cardiac	Test / Screening
enzymes	Test / Screening
,	O
a	O
negative	Other Measurement / Result
stress	Test / Screening
test	Test / Screening
,	O
and	O
an	O
unremarkable	Other Measurement / Result
echo	Test / Screening

She	O
also	O
with	O
CT	Test / Screening
scan	Test / Screening
for	O
r/o	O
PE	Condition
which	O
found	O
a	O
5	Other Measurement / Result
mm	Other Measurement / Result
nodule	Other Measurement / Result
in	O
the	O
RUL	BODY
but	O
not	Other Measurement / Result
other	Other Measurement / Result
findings	Other Measurement / Result

Patient	O
was	O
discharged	Patient Relocation
from	O
the	GEO
hospital	GEO
with	O
no	Other Measurement / Result
clear	Other Measurement / Result
diagnosis	Other Measurement / Result

Prior	O
to	O
onset	O
of	O
symptoms,	O
she	O
denied	DOS
any	DOS
recent	DOS
local	DOS
or	DOS
foreign	DOS
travel	DOS
or	DOS
cough/cold	DOS
symptoms	DOS

Patient	O
continued	O
to	O
have	O
chest	DOS
pain	DOS
over	Time
the	Time
next	Time
month	Time

Earlier	Time
this	Time
week	Time
she	O
started	O
having	O
fevers	DOS
,	O
chills	DOS
,	O
and	O
night	DOS
sweats	DOS

Temperature	O
taken	O
at	O
home	GEO
was	O
max	O
100.8	Temperature

She	O
did	O
experience	O
some	O
SOB	DOS
and	O
nausea	DOS
,	O
but	O
no	DOS
vomiting	DOS

She	O
presented	Patient Relocation
to	O
an	O
OSH	GEO
where	O
she	O
refused	Other Measurement / Result
labs	Test / Screening
as	O
she	O
had	O
already	O
undergone	O
workup	O
and	O
was	O
discharged	Patient Relocation
with	O
a	O
Zpack	Drug

She	O
noted	O
continued	O
symptoms	O
and	O
decided	O
to	O
see	O
her	O
PCP	POI
today	Time
who	O
ordered	O
a	O
CXR	Test / Screening
and	O
saw	O
cardiomegaly	Condition
,	O
pleural	BODY
and	O
pericardial	Condition
effusion	Condition
and	O
sent	Patient Relocation
her	O
to	O
the	GEO
ED	GEO

In	O
the	GEO
ED	GEO
,	O
initial	O
vitals	O
were	O
1804	Other Measurement / Result
8	Other Measurement / Result
99.2	Temperature
106	Heart Rate
116/72	Blood Pressure
20	Respiratory Rate
97%	O2 Saturation

She	O
was	O
having	O
8-12	O
pain	DOS
worse	O
while	O
lying	O
supine	O
and	O
relieved	DOS
sitting	DOS
upright	DOS

Pt	O
states	O
pain	DOS
in	O
chest	BODY
,	O
neck	BODY
,	O
upper	BODY
abdomen	BODY
and	O
upper	BODY
back	BODY

Pt	O
with	O
some	O
sob	DOS
with	O
exersion	O

Patient	O
given	O
toradol	Drug
IV	Route
and	O
Zosyn	Drug
,	O
1L	Dose
NS	Drug
,	O
fentanyl	Drug

Pulses	O
done	O
at	O
bedside	GEO
by	O
cardiology	POI
fellow	POI
which	O
revealed	O
only	O
10	Other Measurement / Result
mmHg	Other Measurement / Result

Bedside	GEO
echo	Test / Screening
showed	O
moderate	O
to	O
large	O
pericardial	Condition
effusion	Condition
with	O
right	BODY
atrial	BODY
diastolic	Condition
collapse	Condition
and	O
impaired	DOS
R	BODY
ventricular	BODY
filling	DOS
upon	DOS
inspiration	DOS

On	O
arrival	Patient Relocation
to	O
the	GEO
CCU	GEO
patient	O
has	O
an	O
aching	DOS
pain	DOS
8-12	Date
with	O
family	O
at	O
the	GEO
bedside	GEO

REVIEW	Test / Screening
OF	Test / Screening
SYSTEMS	Test / Screening
On	O
review	Test / Screening
of	Test / Screening
systems,	Test / Screening
s/he	O
denies	DOS
any	DOS
prior	DOS
history	DOS
of	DOS
stroke,	DOS
TIA,	DOS
deep	DOS
venous	DOS
thrombosis,	DOS
pulmonary	DOS
embolism,	DOS
bleeding	DOS
at	O
the	O
time	O
of	O
surgery	Procedure
,	O
myalgias	DOS
,	O
joint	DOS
pains	DOS
,	O
cough	DOS
,	O
hemoptysis	DOS
,	O
black	DOS
stools	DOS
or	O
red	DOS
stools	DOS

S/he	O
denies	DOS
exertional	DOS
buttock	DOS
or	DOS
calf	DOS
pain	DOS

All	O
of	O
the	O
other	O
review	Test / Screening
of	Test / Screening
systems	Test / Screening
were	O
negative	Other Measurement / Result

Cardiac	Test / Screening
review	Test / Screening
of	Test / Screening
systems	Test / Screening
is	O
notable	O
for	O
absence	DOS
of	DOS
chest	DOS
pain,	DOS
dyspnea	DOS
on	DOS
exertion,	DOS
paroxysmal	DOS
nocturnal	DOS
dyspnea,	DOS
orthopnea,	DOS
ankle	DOS
edema,	DOS
palpitations,	DOS
syncope	DOS
or	DOS
presyncope.	DOS

HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
This	O
is	O
a	O
Age	O
over	Age
90	Age
year	O
old	O
woman	Gender
with	O
PMH	O
significant	O
for	O
gallstones	Condition
,	O
previous	O
stroke	Condition
,	O
a	O
fib	Condition
who	O
presents	Patient Relocation
following	O
ERCP	Procedure
for	O
tongue	BODY
angioedema	Condition

She	O
was	O
admitted	Patient Relocation
today	Time
for	O
ERCP	Procedure
for	O
recurrent	Frequency
stones	Condition
in	O
her	O
biliary	BODY
tree	BODY

During	O
the	O
procedure,	O
she	O
received	O
gentamycin	Drug
at	O
1430	Time
,	O
glucagon	Drug
,	O
and	O
anesthesia	Procedure
with	O
versed	Drug
and	O
fentanyl	Drug

Ampicillin	Drug
was	O
deferred	O
given	O
previous	O
allergy	Condition

Six	Quantity
stones	Condition
were	O
extracted	Procedure
with	O
a	O
balloon	Procedure
catheter	Procedure
and	O
biopsy	Procedure
was	O
performed	O
of	O
an	O
incidental	Condition
polyp	Condition
and	O
she	O
was	O
put	O
in	O
the	GEO
PACU	GEO

In	O
the	GEO
PACU	GEO
,	O
she	O
received	O
1	Dose
g	Dose
of	O
vancomycin	Drug
at	O
1430	Time
and	O
then	O
complained	O
of	O
nausea	DOS
,	O
so	O
she	O
got	O
6.25	Dose
mg	Dose
IV	Route
phenergan	Drug
at	O
1445	Time

At	O
1645	Time
,	O
she	O
started	O
complaining	O
of	O
neck	BODY
and	O
tongue	BODY
swelling	DOS

She	O
was	O
found	O
to	O
have	O
some	O
stridor	DOS
and	O
received	O
50	Dose
mg	Dose
IV	Route
benadryl	Drug
and	O
100	Dose
mg	Dose
hydrocortisone	Drug

She	O
was	O
admitted	Patient Relocation
to	O
the	GEO
ICU	GEO
for	O
close	O
monitoring	Test / Screening

ROS	Test / Screening
Vit	O
her	O
son,	O
a	O
Name2	O
NI	O
interpreter,	O
she	O
is	O
complaining	O
of	O
moderate	O
throat	DOS
pain	DOS

She	O
has	O
slight	O
shortness	DOS
of	DOS
breath	DOS
,	O
not	O
different	O
from	O
her	O
baseline	O

She	O
denies	DOS
chest	DOS
pain,	DOS
abdominal	DOS
pain	DOS

She	O
has	O
some	O
chronic	Frequency
leg	BODY
swelling	DOS

She	O
does	DOS
not	DOS
have	DOS
a	DOS
rash	DOS
.	O

HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Age	O
over	Age
90	Age
yo	O
Age	O
over	Age
90	Age
595	O
-speaking	O
female	Gender
with	O
CHF	Condition
,	O
presents	O
with	O
increasing	O
dyspnea	DOS
,	O
pedal	BODY
edema	DOS
x1wk	Duration

According	O
to	O
the	O
patient's	O
Grandson,	O
she	O
has	O
had	O
issues	DOS
with	DOS
medication	DOS
and	O
dietary	DOS
compliance	DOS

VNA	Test / Screening
at	O
home	GEO
note	O
the	O
patient's	O
dyspnea	DOS
and	O
edema	DOS
,	O
was	O
concerned	O
about	O
a	O
CHF	Condition
exacerbation	Condition
yesterday	Time

However,	O
the	O
patient	O
refused	O
to	O
come	O
in	O
until	O
today	Time
,	O
when	O
her	O
symptoms	DOS
continued	DOS
to	DOS
worsen	DOS

Per	O
the	O
patient,	O
at	O
that	O
time	O
her	O
O2	O
sat	O
was	O
88%	O2 Saturation
on	O
5L	Dose
oxygen	Drug
via	O
NC	Route
at	O
home	GEO

In	O
the	GEO
ED,	GEO
patient's	O
vitals	O
were	O
98.2	Temperature
100	Heart Rate
130/93	Blood Pressure
22	Respiratory Rate
88%	O2 Saturation
5L	Dose
NC	Route

Patient	O
reported	O
feeling	O
"	O
lowsy	DOS
",	O
with	O
shortness	DOS
of	DOS
breath	DOS
and	O
edema	DOS

She	O
denied	DOS
fevers,	DOS
cough	DOS

On	O
5L	Dose
nasal	Route
cannula	Route
,	O
she	O
was	O
comfortable	DOS
,	O
with	O
a	O
mid-high	Heart Rate
90s	Heart Rate
O2	O
sat	O

On	O
physical	Test / Screening
exam	Test / Screening
she	O
was	O
noted	O
to	O
have	O
crackles	DOS
and	O
tachypnea	DOS

A	O
CXR	Test / Screening
showed	O
bilateral	Condition
pulmonary	Condition
congestion	Condition

A	O
UA	Test / Screening
was	O
negative	Other Measurement / Result
for	O
signs	O
of	O
a	O
UTI	Condition

Her	O
HCT	Other Measurement / Result
was	Other Measurement / Result
at	Other Measurement / Result
baseline	Other Measurement / Result
35	Other Measurement / Result

EKG	Test / Screening
demonstrated	O
afib	Condition
with	O
around	O
80	Heart Rate

Pt	O
denied	DOS
CP	DOS
,	O
but	O
did	O
report	O
some	O
occassional	Frequency
"	O
heart	DOS
pauses	DOS
"	O
that	O
were	O
believed	O
to	O
be	O
palpitations	DOS
,	O
however	O
no	DOS
changes	DOS
were	DOS
observed	DOS
on	O
telemtry	Test / Screening

Patient	O
is	O
now	O
being	O
admitted	Patient Relocation
to	O
medicine	GEO
for	O
treatment	O
of	O
a	O
CHF	Condition
exacerbation	Condition

Review	Test / Screening
of	Test / Screening
systems	Test / Screening
+	O
Per	O
HPI	O
-	O
Denies	DOS
fever,	DOS
chills,	DOS
night	DOS
sweats,	DOS
recent	DOS
weight	DOS
loss	DOS
or	DOS
gain	DOS

Denies	DOS
headache,	DOS
sinus	DOS
tenderness,	DOS
rhinorrhea	DOS
or	DOS
congestion	DOS

Denied	DOS
cough,	DOS
shortness	DOS
of	DOS
breath	DOS

Denied	DOS
chest	DOS
pain	DOS
or	DOS
tightness,	DOS
palpitations	DOS

Denied	DOS
nausea,	DOS
vomiting,	DOS
diarrhea,	DOS
constipation	DOS
or	DOS
abdominal	DOS
pain	DOS

No	DOS
recent	DOS
change	DOS
in	DOS
bowel	DOS
or	DOS
bladder	DOS
habits	DOS

No	DOS
dysuria	DOS

Denied	DOS
arthralgias	DOS
or	DOS
myalgias	DOS

All	O
other	O
review	Test / Screening
of	Test / Screening
systems	Test / Screening
are	O
negative	Other Measurement / Result
.	O

HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Ms	O

Known	O
lastname	O
2749	O
is	O
a	O
Age	O
over	Age
90	Age
yoF	O
with	O
severe	Condition
diastolic	Condition
HF	Condition
NYHA	Condition
class	Condition
IV	Route
with	O
multiple	Quantity
exacerbations	DOS
in	Time
past	Time
year	Time
,	O
HTN	Condition
,	O
HLD	Condition
,	O
Afib	Condition
,	O
and	O
gait	DOS
abnormality	DOS
related	O
to	O
?DM	Condition
who	O
presented	Patient Relocation
from	O
home	GEO
on	O
2-13	Date
after	O
sustaining	O
a	O
fall	Accident / Event
3	Time
day	Time
before	Time

Her	O
fall	Accident / Event
was	O
unwitnessed,	O
but	O
was	O
thought	O
to	O
be	O
mechanical,	O
as	O
pt	O
tripped	Accident / Event
while	Accident / Event
getting	Accident / Event
out	Accident / Event
of	Accident / Event
bed	Accident / Event
to	O
the	O
commode	O

L	BODY
hip	BODY
pain	DOS
developed	O
over	Duration
the	Duration
next	Duration
few	Duration
days	Duration
,	O
and	O
her	O
family	O
brought	Patient Relocation
her	O
to	O
the	GEO
ED	GEO

CT	Test / Screening
scans	Test / Screening
of	O
the	O
cervical	BODY
spine	BODY
and	O
head	BODY
were	O
negative	Other Measurement / Result
for	O
fracture	Condition
or	O
bleed	Condition

A	O
plain	Test / Screening
film	Test / Screening
of	O
the	O
hip	BODY
showed	O
chronic	Condition
fractures	Condition
of	O
the	O
left	BODY
superior	BODY
and	BODY
inferior	BODY
pubic	BODY
rami	BODY
but	O
no	DOS
new	DOS
fractures	DOS

UA	Test / Screening
was	O
concerning	O
for	O
UTI	Condition
,	O
she	O
was	O
started	O
on	O
macrobid	Drug

She	O
was	O
subsequently	O
transferred	Patient Relocation
to	O
the	GEO
floor	GEO

On	O
transfer	Patient Relocation
to	O
the	GEO
floor	GEO
,	O
her	O
VS	O
were	O
98.2	Temperature
128/70	Blood Pressure
98	Heart Rate
18	Respiratory Rate
98/4L	O2 Saturation

She	O
was	O
without	DOS
acute	DOS
complaints	DOS
initially	O

Her	O
antibiotics	Drug
were	O
broadened	O
to	O
linezolid	Drug
and	O
cipro	Drug
on	O
2-15	Date

On	O
the	O
evening	Time
of	O
2-15	Date
,	O
she	O
triggered	Accident / Event
on	Accident / Event
the	Accident / Event
floor	Accident / Event
for	O
desaturation	DOS
to	O
88%	O2 Saturation
on	O
2-3L;	Test / Screening
came	O
up	O
to	O
94-95%	O2 Saturation
with	O
5L	Dose
O2	O

At	O
baseline,	O
she	O
is	O
in	O
the	O
low	O2 Saturation
90s	O2 Saturation
on	O
2-3L	Dose
at	O
home	GEO

She	O
got	O
lasix	Drug
60	Dose
IV	Route
x1	Quantity
takes	O
torsemide	Drug
100	GEO
Hospital1	GEO
at	GEO
home	GEO
,	O
but	O
has	O
been	O
off	O
since	O
presentation	Patient Relocation
due	O
to	O
hypotension	DOS
,	O
mucomyst	DOS
,	O
morphine	Drug
0.5	Dose
,	O
and	O
nebs	Drug

Repeat	O
lasix	Drug
40mg	Dose
IV	Route
x1	Quantity

ABG	Test / Screening
7.51/45/51/37	Other Measurement / Result

HR	O
was	O
noted	O
to	O
be	O
in	O
the	O
120-130s	Heart Rate
home	Drug
B-blockers	Drug
also	O
stopped	O
secondary	O
to	O
hypotension	DOS
,	O
got	O
lopressor	Drug
5mg	Dose
IV	Route
x	O
2	Quantity
with	O
little	DOS
effect	DOS

Attempted	O
to	O
put	O
her	O
on	O
face	Route
mask	Route
for	O
mouth	Procedure
breathing	Procedure
,	O
but	O
patient	O
kept	DOS
ripping	DOS
it	DOS
off	DOS

Pt	O
was	O
also	O
complaining	O
of	O
chest	DOS
pain	DOS
,	O
and	O
was	O
felt	O
to	O
have	O
altered	DOS
mental	DOS
status	DOS
and	O
increased	O
agitation	DOS

Pt	O
was	O
trasferred	Patient Relocation
to	O
the	GEO
MICU	GEO
for	O
further	O
management	O

Of	O
note,	O
she	O
is	O
Hospital1	GEO
speaking	O
only;	O
per	O
her	O
daughter,	O
she	O
has	O
not	DOS
had	DOS
any	DOS
decreased	DOS
interaction	DOS
or	DOS
confusion	DOS

The	O
patient	O
lives	O
in	O
subsidized	GEO
senior	GEO
housing	GEO
and	O
has	O
24/7	Duration
care	Procedure

The	O
daughter	O
notes	O
a	O
slow	DOS
decline	DOS
in	DOS
her	DOS
functional	DOS
status	DOS
since	O
a	O
2169	O
admission	Patient Relocation
for	O
MRSA	Condition
pneumonia	Condition
in	O
which	O
she	O
was	O
temporarily	O
intubated	Procedure

She	O
was	O
recently	O
admitted	Patient Relocation
in	O
Month	O
only	O
1096	O
for	O
CHF	Condition
,	O
and	O
per	O
the	O
daughter,	O
has	O
not	DOS
fully	DOS
recovered	DOS
functionally	DOS
since	O

She	O
has	O
had	O
multiple	Quantity
previous	O
falls	Accident / Event
in	O
the	O
past	O
related	O
to	O
neuropathy	Condition
and	O
already	O
unsteady	DOS
gait	DOS
.	O

HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Ms	O

Name14	O
STitle	O
2765	O
is	O
a	O
63-year-old	Age
lady	Gender
who	O
was	O
initially	O
admitted	Patient Relocation
to	O
the	GEO
Medical	GEO
service	GEO
at	O
Hospital6	GEO
256	GEO
after	O
being	O
transferred	Patient Relocation
from	O
an	O
outside	GEO
hospital	GEO

She	O
has	O
a	O
long	O
history	O
of	O
end-stage	Condition
renal	Condition
disease	Condition
and	O
is	O
status	O
post	O
cadaveric	Procedure
kidney	Procedure
transplant	Procedure

She	O
has	O
recently	O
been	O
diagnosed	O
with	O
gastric	Condition
B	Condition
cell	Condition
lymphoma	Condition
and	O
presents	Patient Relocation
here	O
for	O
further	O
workup	O

This	O
was	O
prompted	O
by	O
symptoms	O
of	O
abdominal	DOS
pain	DOS
and	O
diagnosed	Test / Screening
after	O
EGD-obtained	Procedure
biopsy	Procedure

She	O
has	O
had	O
a	O
history	O
of	O
weight	DOS
loss	DOS
,	O
night	DOS
sweats	DOS
,	O
pruritus	DOS
,	O
and	O
feeling	O
fatigued	O
over	O
the	Time
last	Time
few	Time
months	Time
.	O

HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
The	O
paitent	O
is	O
a	O
43-year-old	Age
male	Gender
with	O
a	O
longstanding	O
history	O
of	O
HIV/AIDS	Condition
who	O
presented	Patient Relocation
to	O
the	GEO
ED	GEO
after	O
a	O
week	Duration
long	O
history	O
of	O
high	DOS
grade	DOS
fevers	DOS
and	O
worseing	O
dyspnea	DOS
with	O
exertion	O

The	O
patient	O
was	O
diagnosed	O
in	O
2095	Date
with	O
HIV	Condition
and	O
has	O
been	O
on	Frequency
and	Frequency
off	Frequency
HAART	Drug
therapy	Procedure
since	O
that	O
time	O

Most	O
recently,	O
he	O
was	O
on	O
steady	Procedure
treatment	Procedure
for	O
3	Duration
years	Duration
until	O
this	Time
spring	Time
when	O
he	O
decided	O
to	O
take	O
a	O
self	O
decided	O
medication	Accident / Event
holiday	Accident / Event

He	O
reports	O
he	O
has	O
not	O
taken	O
HAART	Drug
medications	Drug
in	O
about	O
6	Duration
months	Duration

About	O
2-3	Time
months	Time
ago	Time
the	O
patient	O
also	O
started	O
having	O
watery	O
diarrhea	DOS
intermittently	Frequency
2-18	Frequency
times	Frequency
weekly	Frequency

About	O
one	Time
and	Time
a	Time
half	Time
weeks	Time
ago	Time
,	O
he	O
started	O
noticing	O
high	O
fevers	DOS
and	O
night	DOS
sweats	DOS

The	O
diarrhea	DOS
worsened	O
and	O
instead	O
of	O
having	O
it	O
on	Frequency
and	Frequency
off	Frequency
,	O
it	O
became	O
constant	Frequency

The	O
fevers	DOS
also	O
continued	O
to	O
worsen	O
and	O
peaked	O
at	O
a	O
temp	O
of	O
103.6	Temperature
today,	Time
the	Time
morning	Time
of	Time
his	Time
admission	Time

Two	Time
days	Time
prior	Time
to	Time
admission	Time
he	O
started	O
noticing	O
shortness	DOS
of	DOS
breath	DOS
with	O
simple	O
tasks	O
such	O
s	O
climbing	O
a	O
few	O
stairs	O
at	O
home	GEO

He	O
also	O
describes	O
a	O
non-productive	O
dry	DOS
cough	DOS
and	O
some	O
chest	BODY
"	O
tightness	DOS
"	O
associated	O
with	O
this	O
increased	DOS
work	DOS
of	DOS
breathing	DOS

He	O
could	DOS
barely	DOS
walk	DOS
from	O
the	O
kitchen	O
back	O
and	O
forth	O
to	O
the	O
couch	O
due	O
to	O
his	O
dyspnea	DOS

He	O
has	O
also	O
noticed	O
daily	Frequency
headaches	DOS

He	O
denies	DOS
neck	DOS
stiffness/rigidity,	DOS
photophobia	DOS
or	DOS
any	DOS
new	DOS
skin	DOS
rashes	DOS

He	O
describes	O
some	O
mild	O
blurry	DOS
vision	DOS
when	O
he	O
would	O
try	O
to	O
focus	O
on	O
Location	O
un	O
1131	O
but	O
this	O
would	O
subside	DOS
after	O
a	Duration
minute	Duration
or	O
so	O

He	O
now	O
complains	O
of	O
diffuse	O
weakness	DOS
and	O
lightheadedness	DOS
today	Time

He	O
denies	DOS
any	DOS
syncope	DOS

Of	O
note,	O
he	O
has	O
lost	Other Measurement / Result
about	Other Measurement / Result
25	Other Measurement / Result
pounds	Other Measurement / Result
over	O
the	Time
last	Time
couple	Time
months	Time
which	O
he	O
attributes	O
to	O
a	O
decreased	DOS
appetite	DOS
and	O
his	O
diarrhea	DOS
issues	O

In	O
the	GEO
ED,	GEO
initial	O
vitals	O
were	O
T	O
99.4,	Temperature
BP	O
97/56	Blood Pressure
,	O
P	O
98	Heart Rate
,	O
R	O
22	Respiratory Rate
,	O
85%	O2 Saturation
on	O
RA	Route
with	O
only	O
a	O
slight	O
improvement	O
to	O
91%	O2 Saturation
on	O
2L	Dose

The	O
patient	O
received	O
1000	Dose
